"id","objective_id","axis_id","articulation_id","name","will_be_delivered","total_cost","schedule_2013_2014","schedule_2015_2016","observation","technically","status","transversalidade","qualitative_progress_1","qualitative_progress_2","qualitative_progress_3","qualitative_progress_4","qualitative_progress_5","qualitative_progress_6","created_at","updated_at"
"28","4","1","3","Alcançar um calendário anual de programação cultural que inclua uma virada cultural no centro, duas descentralizadas e outros pequenos e médios eventos em diferentes temáticas e regiões da cidade","4 Viradas Culturais no Centro,  8 Viradas Culturais em novas centralidades,  4 Festas de São João, 4 Festivais dos Povos do Mundo e demais atividades do Calendário Anual Cultural: Aniversário da Cidade, Maratona de Música, Viradinha das Férias, Festival de Comida, Mês da Cultura Independente, Festa Baile e São Paulo: Cidade do Samba","51362103.00","2 Viradas Culturais no Centro,  4 Viradas Culturais em novas centralidades,  2 Festas de São João,  2 Festivais dos Povos do Mundo e demais atividades do Calendário Anual Cultural","2 Viradas Culturais no Centro,  4 Viradas Culturais em novas centralidades,  2 Festas de São João,  2 Festivais dos Povos do Mundo e demais atividades do Calendário Anual Cultural",,"Calendário de eventos culturais: sistematização de agendas periódicas ou fixas de festivais, bienais feiras, fóruns e encontros, abrangendo todo o território e todos os segmentos culturais.
Evento cultural: Atividade cultural temporária com o objetivo de difundir manifestações, estimular a criatividade e expressões populares e artísticas, ou promover debates em torno do assunto.
Evento cultural de pequeno porte: para até 300 pessoas.
Evento cultural de médio porte: para até 4 mil pessoas.
Evento cultural de grande porte: para mais de 4 mil pessoas.","1",NULL,,,,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"29","4","1","3","Viabilizar três Centros Culturais de Referência","3 Centros Culturais de Referência em funcionamento (2 novas instalações e 1 instalação viabilizada)","33000000.00",,"3 Centros Culturais","Cada Centro Cultural deverá ser construído em módulos distintos e independentes, de maneira que sua utilização possa ser iniciada enquanto a construção ainda se realiza. A previsão é de atendimento de um público estimado de 85 mil pessoas/mês, através da realização de programação cultural específica e da oferta de outros programas já desenvolvidos pela Secretaria Municipal de Cultura, como o Programa Vocacional e o Programa de Iniciação Artística (PIÁ). A implantação dos equipamentos leva em conta a necessidade de ampliar a oferta de equipamentos em duas regiões que concentram grande número de atores e iniciativas culturais, a zona sul e a zona leste. A viabilização do Centro de Formação Cultural Cidade Tiradentes também foi incorporada à meta. Por viabilização entende-se a criação de condições técnicas, orçamentárias e institucionais para a implementação de cursos e atividades culturais previstos em seu projeto, permitindo o amplo aproveitamento do espaço e do potencial formativo ali existentes.","Centro Cultural: equipamento cultural que contará com área para produção cultural para utilização dos grupos e coletivos culturais da cidade, cinema, área expositiva, centro de memória, biblioteca, centro de estudo de idiomas, espaço para arte e cultural digital e teatro.","1",NULL,,,,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"30","4","1","3","Criar o Programa Cultura Viva Municipal com a ativação de 300 Pontos de Cultura","300 Pontos de Cultura em funcionamento","25850000.00","72 Pontos de Cultura","228 Pontos de Cultura","Os Pontos de Cultura são ações que integram o Programa Cultura Viva, atualmente mantido pelo Ministério da Cultura. A SMC prevê criar o Programa Cultura Viva com a ativação de 300 diferentes Pontos de Cultura considerando que os contemplados irão desenvolver suas atividades por 2 anos, prorrogáveis por igual período. Articular as ações desenvolvidas pelos Pontos de Cultura com a rede de equipamentos culturais (públicos e não públicos), atores e iniciativas culturais do entorno. Serão priorizadas as regiões com baixa estrutura de equipamentos culturais públicos, alta densidade populacional, considerando os índices de vulnerabilidade social. As definições específicas de ações ou projetos contemplados por território ocorre mediante demandas apresentadas anualmente por meio de editais.","Pontos de Cultura: núcleos culturais juridicamente constituídos por ONGs que visam potencializar iniciativas culturais já existentes, ampliando e garantindo o acesso da população à fruição, criação e produção da diversidade cultural da cidade.","1",NULL,,,,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"32","4","1","7","Conceder 300 Bolsas Cultura para agentes culturais da cidade","300 Bolsas Cultura concedidas","6982917.00","300 Bolsas Cultura","600 Bolsas Cultura","O objetivo do programa é democratizar a produção cultural a partir da remuneração de agentes que já praticam cultura numa visão ampliada. Público-Alvo: Agentes culturais que já desenvolvem práticas culturais numa acepção ampliada (isto é, não apenas ligadas às tradicionais linguagens artísticas, mas também a expressões culturais mais amplas), principalmente na periferia. Entende-se por práticas culturais periféricas não apenas aquelas realizadas em regiões geograficamente separadas das regiões mais ricas da cidade como também aquelas realizadas em condições sociais adversas e não contempladas pelo mercado.Está previsto para 2014 o lançamento do primeiro edital do programa. Serão concedidas nos anos de 2014, 2015 e 2016, 100 bolsas mensais no
valor de R$ 1.000,00 a agentes culturais distintos, pelo período de 12 meses, renováveis por igual período. O programa prioriza ações culturais realizadas nas regiões com baixa estrutura de equipamentos culturais públicos, alta densidade populacional, considerando os índices de vulnerabilidade social. As definições específicas de ações ou projetos contemplados por território ocorre mediante demandas apresentadas anualmente por meio de editais. O custo das renovações das bolsas concedidas em 2016 não foi considerado no Custo Total da Meta por ser pago no ano de 2017.","Bolsa Cultura: A seleção é feita por edital público e se dará em duas etapas; eliminatória seguida de sorteio. Forma de inscrição: individual. Modalidade de prestação de contas: relatório anual de atividades.","1",NULL,,,,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"33","4","1","7","Atingir 160 projetos anuais de fomento às linguagens artísticas","160 projetos fomentados","183733241.00","90 projetos ao ano","160 projetos ao ano","Projetos artísticos e culturais focados na pesquisa continuada, com produtos resultantes como: espetáculos, intervenções artísticas, audiovisuais.O período de duração varia em função da ação proposta em cada projeto, não ultrapassando o prazo máximo de 2 anos. O objetivo é chegar no ano de 2016 com 160 projetos sendo financiados pelos programas de fomento, por isso as entregas previstas para o primeiro e o segundo biênio aqui apresentadas não são cumulativas.","Programa Municipal de Fomento ao Teatro: criado em 8 de janeiro de 2002 - Lei nº 13.279.
Programa Municipal de Fomento à Dança: criado em setembro de 2006 - Lei 14.071/05.","1",NULL,,,,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"34","4","1","3","Atingir 500 projetos fomentados pelo Programa para a Valorização de Iniciativas Culturais - VAI, nas modalidades 1 e 2","500 projetos fomentados","25392425.00","500 projetos","500 projetos","O programa prioriza ações culturais realizadas nas regiões com baixa estrutura de equipamentos culturais públicos, alta densidade populacional, considerando os índices de vulnerabilidade social. As definições específicas de ações ou projetos contemplados por território ocorre mediante demandas apresentadas anualmente por meio de editais. Os pagamentos são realizados em duas parcelas, sendo 60% na primeira e 40% na segunda parcela. Para a modalidade I o valor destinado para cada projeto é de no máximo R$ 30.000,00 (trinta mil reais) e na modalidade II o valor destinado para cada projeto é de no máximo R$ 60.000,00 (sessenta mil reais) reajustados anualmente conforme o IPCA. É importante potencializar a articulação dos grupos fomentados pelo programa VAI com a rede de equipamentos culturais (públicos e não públicos), atores e iniciativas culturais do entorno. A meta é partir de 175 apoios concedidos em 2013 para 500 projetos apoiados nos anos de 2014, 2015 e 2016.","Programa VAI: tem por finalidade apoiar financeiramente, por meio de subsídio, atividades artístico-culturais de pessoas físicas de baixa renda,
com faixa etária de 18 a 29 anos, oriundas de regiões do Município desprovidas de recursos e equipamentos culturais.
Programa VAI 2: terá por finalidade apoiar financeiramente, por meio de subsídio, atividades artístico-culturais de grupos e coletivos mais
consolidados, cujo escopo das atividades não permite mais seu enquadramento dentro do VAI. Os editais são anuais e o período de realização dos projetos contemplados pelo VAI são de no máximo 12 meses.","1",NULL,,,,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"35","5","1","2","Obter terrenos, projetar, licitar, licenciar, garantir a fonte de financiamento e produzir 55 mil Unidades Habitacionais","55 mil Unidades prontas para o uso em Conjuntos Habitacionais de Interesse Social (HIS)","1072880200.00","18.950 Unidades Habitacionais","36.050 Unidades Habitacionais","Engloba a desapropriação de terrenos, a construção de unidades e a entrega destas às famílias demandantes, tendo como algumas das diretrizes de priorização o recorte de gênero, idade (5% para idosos) e a presença de pessoas com deficiência na família. Além dessas diretrizes gerais, o planejamento prevê 2.000 unidades habitacionais para famílias em situação de rua, conforme explicado em meta específica sobre o tema. Para garantir a entrega de 55.000 Unidades Habitacionais no prazo do Programa de Metas, é necessário a elaboração e execução de projetos para além da meta estabelecida, de forma a se antecipar a eventuais imprevistos. Por esse motivo, a regionalização que aqui se apresenta é superior ao quantitativo da meta.","Unidades Habitacionais de Interesse Social: unidades habitacionais definidas pelo inciso XIII do Art. 146 da Lei nº 13.430/02 (PDE) construídas em terrenos desapropriados ou em áreas públicas desafetadas.","1",NULL,,,,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"36","5","1","6","Beneficiar 70 mil familias no Programa de Urbanização de Favelas","Assentamentos dotados de infraestrutura, tendo sido eliminadas todas as áreas de risco","552047438.00","18.150 famílias beneficiadas","51.850 famílias beneficiadas","Engloba a implantação de infraestrutura urbana nos assentamentos precários, possibilitando o acesso dos moradores aos serviços urbanos, a consolidação geotécnica e/ou remoções em áreas de risco. A regionalização aqui descrita é parcial. Outras 20.000 famílias serão beneficiadas em locais ainda a definir.","Programa Urbanização de Favelas: Qualificação urbanística e o reconhecimento formal dos assentamentos precários e/ou informais, garantindo a melhoria da qualidade de vida da população moradora.","1",NULL,,,,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"37","5","1","6","Beneficiar 200 mil famílias no Programa de Regularização Fundiária","Títulos de posse ou de propriedade e emissão de autos de regularização","258807703.00","116.073 famílias beneficiadas","83.927 famílias beneficiadas","O Programa engloba o diagnóstico fundiário, levantamentos topográficos, projetos de regularização fundiária, cadastramento e coleta de documentação. Para garantir a entrega de 200.000 Unidades Habitacionais no prazo do Programa de Metas, é necessário a elaboração e execução de projetos para além da meta estabelecida, de forma a se antecipar a eventuais imprevistos. Por esse motivo, a regionalização que aqui se apresenta é superior ao quantitativo da meta.","Regularização Fundiária: Reconhecimento formal dos assentamentos precários e/ou informais, garantindo a segurança na posse da população moradora.","1",NULL,,,,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"38","6","1","7","Ampliar o efetivo da Guarda Civil Metropolitana em 2 mil novos integrantes","Realização de concurso de ingresso e tomada de posse de 2.000 novos guardas civis municipais","24000000.00","1.000 novos GCMs","1.000 novos GCMs","A ampliação do efetivo será acompanhada das diretrizes de formação em Direitos Humanos e mediação de conflitos.",,"1",NULL,,,,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"41","6","1","3","Instalar 1 Casa Abrigo e 1 Casa de Passagem para ampliar a capacidade de atendimento de proteção às mulheres vítimas de violência","1 Casa Abrigo e 1 Casa de Passagem","7986065.00",,"1 Casa Abrigo, 1 Casa de Passagem","A Casa Abrigo garante a integridade física e psicológica de mulheres e de seus dependentes, com atendimento multidisciplinar que favorece o resgate da autoestima e a reconstrução da autonomia da mulher. A permanência neste local é temporária, até que a mulher reúna condições para retomar ocurso de sua vida. A Casa de Passagem tem por objetivo garantir a integridade física e emocional das mulheres, bem como realizar diagnóstico da situação da mulher para encaminhamentos necessários. A Casa Abrigo tem capacidade para atender 5 famílias. Pretende-se com a construção de uma nova casa, aumentar o número de famílias atendidas nessa modalidade de serviço. Além da Casa Abrigo, a Casa de Passagem complementará o serviço.","Casa Abrigo: serviço de acolhimento institucional de caráter sigiloso para garantia da defesa e da proteção de mulheres em situação de violência doméstica e sexual, que estejam sob grave ameaça ou risco iminente de morte.
Casa de Passagem: serviço de acolhimento provisório de curta duração (até 15 dias), não sigiloso, para as mulheres em situação de violência doméstica e seus filhos e filhas, que não corram risco iminente de morte.","1",NULL,,,,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"42","6","1","7","Reestruturar as Casas de Mediação existentes em 31 inspetorias regionais da Guarda Civil Metropolitana para promover a cultura de mediação e a solução pacífica de conflitos","Reestruturação das 31 casas de mediação já existentes nas Inspetorias regionais da GCM","380886.00",,"31 Casas de Mediação","A proposta das Casas de Mediação contribui para que a Guarda Civil Metropolitana fortaleça sua vocação comunitária e sua relação com a sociedade. As experiências das 31 casas já em funcionamento apresentam bons resultados e sua reestruturação implica em: requalificação dos mediadores em atividades e formação dos novos mediadores pela Escola Nacional de Mediação do Ministério da Justiça (ENAM/MJ); aparelhamento das casas de mediação; implementação de um sistema de monitoramento e avaliação dos serviços prestados. A formação dos líderes comunitários e a campanha ampliarão o alcance e a efetividade da mediação nas comunidades, promovendo uma cultura de resolução extrajudicial de conflitos.","Mediação de Conflitos: é um processo autocompositivo segundo o qual as partes em disputa são auxiliadas por uma terceira parte, neutra ao conflito, sem interesse na causa, para auxiliá-las a chegar a uma composição. Este terceiro, imparcial, facilitará a negociação entre pessoas em conflito,habilitando-as a melhor compreender suas posições e a encontrar soluções que se compatibilizem aos seus interesses e necessidades.","1",NULL,,,,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"43","6","1","6","Implementar as ações do Plano Juventude Viva como estratégia de prevenção à violência, ao racismo e à exclusão da juventude negra e de periferia","Campanhas de mobilização da Rede Juventude Viva realizadas,  1 Portal em funcionamento na internet, Guia de Políticas Públicas da Juventude publicado,  2 unidades da Estação Juventude implantadas,  Mapa da Juventude publicado, Projetos locais de prevenção da violência nos territórios prioritários fomentados por edital,  Projetos especiais para fortalecimento e qualificação do sistema socioeducativo, Diretrizes e territórios prioritários para um conjunto de ações transversais indicadas.","33445244.00","Campanhas de mobilização, 1 Portal em funcionamento na internet 2 Estações Juventude,- 1 Itinerante e 1 Complementar,  1 Guia de Políticas Públicas Mapa da Juventude Paulistana - Fase I Fomento a Projetos Especiais para fortalecimento e qualificação do sistema socioeducativo","Campanhas de mobilização,  Mapa da Juventude Paulistana - Fase 2 , Fomento a Projetos Locais via edital, Fomento a Projetos Especiais para fortalecimento e qualificação do sistema socioeducativo","Informações sobre as entregas prevista nesta meta:
%u2022 Campanhas de mobilização: as campanhas de mobilização serão realizadas por meio de eventos artísticos e esportivos, como shows, saraus, campeonatos de skate, além de campanhas publicitárias de televisão, internet e rádio contra a cultura de violência e pela prevenção da mortalidade da juventude negra e de periferia.
%u2022 Portal: criação de um Portal que tenha uma linguagem menos formal, mais plural e interativa, com a predominância de imagens, vídeos, textos
curtos e notícias. O Portal deverá fazer uma interface com o Observatório Participativo da Secretaria Nacional da Juventude.
%u2022 Guia de Políticas Públicas da Juventude: sistematiza as políticas públicas executadas no município que tem como público alvo os jovens, em nível
municipal, estadual e federal.
%u2022 Estação Juventude: a Estação Juventude é um programa do Governo Federal que tem como principal objetivo instaurar espaços públicos de atendimento à juventude visando facilitar o acesso a políticas públicas de jovens de 15 a 29 anos, além de criar redes para emancipação da juventude, em especial para jovens de territórios com dificuldades de garantia de acesso aos direitos.
%u2022 Mapa da Juventude: pesquisa quantitativa sobre o perfil e a situação da juventude paulistana e pesquisa qualitativa sobre as expectativas e os hábitos da juventude paulistana.
%u2022 Projetos Locais de prevenção da violência: a ação prevê selecionar, por meio de edital, projetos da sociedade civil que tenham como ações a prevenção da mortalidade da juventude negra e de periferia, combate ao racismo e desconstrução da cultura de violência.
%u2022 Diretrizes e territórios prioritários para um conjunto de ações transversais nos territórios prioritários: o Plano será prioritariamente implementado nos territórios da cidade com maior número de jovens negros, maiores índices de homicício contra a juventude, menor IDH, menor número de equipamentos públicos e pior situação no Sistema Intramunicipal de Direitos Humanos SIM-DH. Além das ações previstas nesta Meta, outras secretarias priorizarão os territórios onde o Plano será implantado no desenvolvimento de suas metas: Secretaria Municipal de Educação (Mais Educação); Secretaria Municipal de Desenvolvimento, Trabalho e Empreendedorismo (PRONATEC e VAI-TEC), Secretaria Municipal de Cultura (Pontos de Cultura e VAI), Secretaria Municipal de Serviços (Pontos de Iluminação Pública e Wi-Fi), Secretaria Municipal de Segurança Urbana (Capacitação da GCM); Secretaria Municipal de Saúde (Núcleos de Prevenção de Violência) e Secretaria Municipal de Coordenação de Subprefeituras (Requalificação do espaço público e melhoria de bairro). Além destes programas e ações previstas no Programa de Metas, outras também serão incluídas no Plano Juventude Viva, como o Pro Jovem e o Bolsa Trabalho. O cronograma de entrega, bem como os custos de implantação dessas ações transversais estão descritos em suas respectivas Fichas de Identidade da meta.","Plano Juventude Viva: é uma iniciativa da Secretaria Geral da Presidência da República e da Secretaria de Promoção da Igualdade Racial e reúne ações de onze Ministérios e campanhas de prevenção que visam reduzir a vulnerabilidade dos jovens à situações de violência física e simbólica, a partir da criação de oportunidades de inclusão social e autonomia; da oferta de equipamentos, serviços públicos e espaços de convivência em territórios que concentram altos índices de homicídio; e do aprimoramento da atuação do Estado por meio do enfrentamento ao racismo institucional e da sensibilização de agentes públicos para o problema. Em São Paulo a municipalização do Plano estará a cargo de treze secretarias e será monitorado pelo Comitê Gestor Juventude Viva criado por Decreto 54.511 de 25/10/2013.","1",NULL,,,,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"44","6","1","6","Implementar 2 novos espaços de convivência e 8 novos serviço de proteção social a crianças e adolescentes vítimas de violência","8 novos Serviços de Proteção Social a crianças e adolescentes vítimas de violência, abuso e exploração sexual e 2 novos Espaços de Convivência para crianças e adolescentes em situação de risco social e pessoal.","13000000.00","8 Serviços de Proteçã,  2 Espaço de Convivência",,,"Serviço de Proteção à criança e adolescente vítima de violência: (SPVV) serviço referenciado que oferece um conjunto de procedimentos técnicos especializados por meio do atendimento social e psicossocial para atendimento às crianças e aos adolescentes vítimas de violência doméstica, abuso ou exploração sexual, bem como aos seus familiares, proporcionando-lhes condições para o fortalecimento da auto-estima, superação da situação de violação de direitos e reparação da violência vivida. Espaços de convivência para crianças e adolescentes: (ECCA) serviço que visa acolher crianças e adolescentes em situação de vulnerabilidade social, oferecendo um espaço alternativo de sociabilidade entre a rua e o território de origem da família.","1",NULL,,,,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"45","7","1","2","Ampliar e modernizar 1 Centro Olímpico de Treinamento e Pesquisa e construir 1 Centro Olímpico de Iniciação e Formação","1 Centro Olímpico de Treinamento e Pesquisa e 1 Centro Olímpico de Iniciação e Formação","435335000.00",,"2 Centros Olímpicos","Os terrenos que serão utilizados para a construção dos Centros são de administração da Secretaria Municipal de Esportes, Lazer e Recreação e atualmente são destinados para lazer e recreação.","Centro Olímpico de Treinamento e Pesquisa: Equipamento voltado ao esporte de alto rendimento, nos moldes de um clube, com foco em esportes olímpicos, tendo crianças e jovens participando das principais competições municipais, estaduais, nacionais e até internacionais, sem nenhum custo para atletas ou seus pais.
Centro Olímpico de Iniciação e Formação: Equipamento que permite o treinamento de modalidades olímpicas em suas categorias de base/formação com recurso humanos compatíveis e metodologia utilizada pelo Centro Olímpico de Treinamento e Pesquisa.","1",NULL,,,,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"46","7","1","5","Criar 1 Parque de Esportes Radicais","1 Parque de Esportes Radicais no Parque Dom Pedro","27000000.00",,"1 Parque de Esportes Radicais","O Parque de Esporte Radicais terá uma área de 30 mil m². A Secretaria Municipal de Direitos Humanos e Cidadania, por meio da Coordenadoria de Juventude, será parceira e articuladora do público-alvo para a execução da meta.","Parque de Esportes Radicais: Skate, BMX e Patins in line, nas modalidades Street, Park e Vertical, nos níveis de Lazer, Recreação e Alto Rendimento, além de um local para receber eventos relacionados.","1",NULL,,,,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"47","7","1","3","Promover a prática de atividades esportivas, recreativas e de lazer por 24 horas aos finais de semanas nas 32 subprefeituras","32 equipamentos funcionando com atividades no período de 24 horas nos finais de semana","30315964.00","21 equipamentos contemplados","32 equipamentos contemplados","Atividades de esportes, lazer e recreação (Ex. futebol, vôlei, jogos, atividades lúdicas). A equipe de suporte contará com segurança, limpeza e monitores. A capacidade de atendimento vai variar de acordo com o tamanho do equipamento, beneficiando de 400 a 2.000 pessoas.","Revirando a Virada: abertura das unidade da Secretaria Municipal de Esportes (centro educacionais, balneários, mini balneário, estádios e parques) para 24h de esportes durante os finais de semana.","1",NULL,,,,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"48","7","1","3","Requalificar 50 equipamentos esportivos","50 equipamentos requalificados","61060000.00","22 equipamentos requalificados","28 equipamentos requalificados","Por requalificação entende-se reforma básica e, quando possível, implantação de novos serviços e/ou equipamentos na área a ser qualificada. Há um grupo intersecretarial formado para identificar os CDCs que poderiam passar pela requalificação e para definir a integração desse Centros com equipamentos de outras áreas, como educação ou saúde, por exemplo.","Clube Desportivo da Comunidade (CDC): unidades esportivas em terrenos municipais, mas de administração indireta. A gestão do espaço é feita por entidades da comunidade local com reconhecida vocação para o trabalho esportivo, legalmente constituídos em forma de associação comunitária ou eleitos pela própria população do bairro. São menores que os equipamentos diretamente administrados pela prefeitura.
Clube Escola: tem o objetivo de oferecer ao munícipe em idade escolar a oportunidade de participar das atividades esportivas, recreativas e de
lazer, nos Clubes Esportivos Municipais.
Clubes Esportivos Municipais: estruturas públicas que oferecem diversas atividades para a saúde, bem-estar, lazer e recreação da população de todas as regiões de São Paulo.","1",NULL,,,,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"49","7","1","3","Construir 5 Centros de Iniciação Esportiva (CIE)","Construção de 5 Centros de Iniciação Esportiva (CIE)","15870000.00",,"5 Centros de Iniciação Esportiva","Os CIEs são dimensionados em três modelos que se adaptam ao tamanho do terreno. MODELO I: Prevê a construção de ginásio poliesportivo com arquibancada para 195 pessoas e área de apoio com administração, vestiários, chuveiros, enfermaria, copa, depósito e academia (2.500 m²). MODELO II: Prevê a construção de ginásio poliesportivo com arquibancada para 195 pessoas, área de apoio com administração, vestiários, chuveiros, enfermaria, copa, depósito e academia e arena poliesportiva externa (3.500 m²). MODELO III: Prevê a construção de ginásio poliesportivo com arquibancada para 195 pessoas, área de apoio com administração, vestiários, chuveiros, enfermaria, copa, depósito e academia e complexo de atletismo (7.000 m²).","CIE: O CIEs são instalações públicas multiesportivas para crianças e jovens inciarem a prática de modalidades olímpicas e paraolímpicas, localizado em áreas de vulnerabilidade social, voltados à iniciação esportiva e ao esporte de alto rendimento, estimulando a detecção de talentos e a formação de atletas.","1",NULL,,,,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"50","8","1","2","Tornar acessíveis 850 mil m² de passeios públicos","850 mil m2 de passeio público acessíveis pelos Programas Caminho Seguro e Rotas Turísticas","167070000.00","420 mil m2 de passeios públicos acessíveis","430 mil m2 de passeios públicos acessíveis","Padronização e readequação de passeios públicos em vias estruturais, em rotas estratégicas e diante de prédios municipais, com adequações em acessibilidade e um conjunto de intervenções: implantação de rampas, colocação de piso tátil, e outras medidas, implementando novo conceito de passeio público, organizando a localização do mobiliário urbano, garantindo livre circulação de pedestre e pessoas com deficiência ou mobilidade reduzida. A execução do serviço seguirá os padrões estabelecidos pela Portaria Intersecretarial 04/SMSP/SMPED publicada em 06/2008 que estabelece diretrizes executivas para passeios públicos em concreto moldado ""in loco"""".""","Acessibilidade: Condição para utilização, com segurança e autonomia, total ou assistida, dos espaços mobiliários e equipamentos urbanos, das edificações, dos serviços de transportes e dispositivos, sistemas e meios de comunicação e informação, por pessoa com deficiência ou mobilidade reduzida.
Caminho Seguro: Percurso segregado da via destinado a circulação de pedestres de forma a permitir seu deslocamento com segurança e autonomia, inclusive para pessoas com deficiência e mobilidade reduzida.
Rotas Turísticas: Caminho seguro no entorno de pontos turísticos.","1",NULL,,,,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"53","8","1","7","Efetivar o funcionamento da Central de Libras","Central de Libras em funcionamento.","24500000.00","1 central",,"O atendimento deverá ser 24 horas e direcionado às pessoas surdas ou com deficiência auditiva e surdocegas, conforme estabelecido pela Lei 14.441/07. A Central atenderá toda a cidade e deverá proporcionar a comunicação dos munícipes surdos ou com deficiência auditiva e surdocegos nos serviços municipais a partir de modalidade presencial e virtual.","Tradução /Interpretação da Libras/Português: Serviço de mediação entre surdo ou com deficiência auditiva, usuário da Libras e o atendente do órgão público.
Guia-Interpretação: Fornecimento de Guia-Intérprete para atendimento presencial ao munícipe surdocego nos serviços municipais","1",NULL,,,,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"54","8","1","6","Revitalizar os Centros de Formação e Acompanhamento à Inclusão (CEFAI), assegurando a formação de professores e o acompanhamento aos alunos com deficiência matriculados na Rede Municipal de Ensino","13 CEFAIs revitalizados","1820000.00","13 CEFAIs",,"A ação de revitalização prevê a modernização dos equipamentos, atualização do acervo bibliográfico, produção e aquisição de novos materiais, ações de formação continuada dos professores, desenvolvimento de técnicas para o acompanhamento e supervisão do trabalho realizado nas Salas de Apoio e Acompanhamento à Inclusão.","CEFAI: Centros de formação e Acompanhamento a Inclusão - é responsável por desenvolver ações de formação e projetos, produzir materiais, orientar e supervisionar as Salas de Apoio e Acompanhamento à Inclusão (SAAI), além de dispor de acervo bibliográfico e de disponibilizar equipamentos específicos para alunos com necessidades educacionais especiais.
SAAI: Sala de Apoio e Acompanhamento à Inclusão - atende a alunos com necessidades educacionais que podem ou não se relacionar com deficiências, limitações ou disfunções no processo desenvolvimento, assim como com situação de superdotação ou altas habilidades. Este espaço se constitui como um serviço de apoio pedagógico especializado, desenvolvido por professores especializados. A Unidade Educacional é quem requisita a instalação desta sala e disponibiliza o serviço para os alunos da própria escola ou de outras Unidades da Rede Municipal de Ensino de seu entorno, onde não exista tal atendimento.","1",NULL,,,,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"55","8","1","6","Implantação de 10 residências inclusivas para pessoas com deficiência","10 Residências inclusivas em funcionamento","2800000.00","6 Residências Inclusivas","4 Residências Inclusivas","O público-alvo do Serviço de Acolhimento Institucional em Residência Inclusiva são jovens e adultos com deficiência, em situação de dependência, prioritariamente aqueles atendidos pelo Benefício de Prestação Continuada - BPC, que não disponham de condições de autossustentabilidade ou de retaguarda familiar e/ou que estejam em processo de desinstitucionalização de instituições de longa permanência.","Residência Inclusiva: unidade que oferta Serviço de Acolhimento Institucional, no âmbito da Proteção Social Especial de Alta Complexidade do SUAS, conforme estabelece a Tipificação Nacional dos Serviços Socioassistenciais.","1",NULL,,,,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"56","8","1","7","Implantação de 5 Centros Especializados de Reabilitação (CER)","05 CER em funcionamento, com quatro modalidades de reabilitação: Auditiva, Física, Intelectual e Visual","60420000.00","05 CER",,,"Centro Especializado de Reabilitação: serviço de atendimento de pacientes, em todas as faixas etárias, que necessitam de tratamento especializado em reabilitação, diagnóstico, avaliação e orientação, dentro de uma estrutura adequada à sua condição física e mental.","1",NULL,,,,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"58","9","1","7","Viabilizar a implementação das Leis Federais 10.639/2003 e 11.645/2008 que incluem no currículo oficial da rede de ensino a temática da História e Cultura Afro-Brasileira e Indígena","Professores da Rede Municipal de Ensino formados","3000000.00","8","16","A capacitação deverá atender os profissionais da educação inicialmente nas Diretorias Regionais de Ensino onde há uma maior concentração de população negra ou indígena.","Leis Federais 10.639/2003 e 11.645/2008: Leis que incluíram no currículo oficial da rede de ensino a obrigatoriedade da temática da História e Cultura Afro-Brasileira e Indígena.","1",NULL,,,,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00"
